Type;Instruction;Param Variant;Opcodes;Internal;Mnemonic;Param1;Param2;Param3;;Addressing mode 1;Addressing mode 2;Addressing mode 3;;;Bytes;Exec Variant;M Cycles;T States;Condition;M1;M2;M3;M4;M5;M6;Stack;M1 comment;;Instruction Group;Undocumented;User manual page;Operation;Description;Condition Bits Affected;Example
instr;65;0;1;0;LD;SP;HL;;;Register Ext;Register Ext;;;;1;0;1;6;;OCF(6);;;;;;;;;16-Bit Load;0;113;SP <- HL;The contents of the register pair HL are loaded to the Stack Pointer (SP);None;"If the register pair HL contains 442EH, at instruction LD SP, HL the Stack
Pointer also contains 442EH."
instr;65;1;2;0;LD;SP;IX,IY;;;Register Ext;Register Ext;;;;2;0;2;10 (4, 6);;OCF(4);OCF(6);;;;;;;;16-Bit Load;0;"114
115";SP <- IX;The 2-byte contents of Index Register IX are loaded to the Stack Pointer (SP);None;"If the contents of the Index Register IX are 98DAH, at instruction
LD SP, IX the contents of the Stack Pointer are also 98DAH."
instr;66;0;1;0;LD;HL;(nn);;;Register Ext;Extended;;;;3;0;5;16 (4, 3, 3, 3, 3);;OCF(4);ODL(3);ODH(3);MRL(3);MRH(3);;;;;16-Bit Load;0;105;H <- (nn+1), L <- (nn);"The contents of memory address (nn) are loaded to the low order portion of
register pair HL (register L), and the contents of the next highest memory
address (nn+1) are loaded to the high order portion of HL (register H). The
first n operand after the Op Code is the low order byte of nn.";None;"If address 4545H contains 37H, and address 4546H contains A1H, at
instruction LD HL, (4545H) the HL register pair contains A137H."
instr;66;1;5;0;LD;BC,DE,IX,IY,SP;(nn);;;Register Ext;Extended;;;;4;0;6;20 (4, 4, 3, 3, 3, 3);;OCF(4);OCF(4);ODL(3);ODH(3);MRL(3);MRH(3);;;;16-Bit Load;0;"106
107
108";ddh <- (nn+1), ddl <- (nn);"The contents of address (nn) are loaded to the low order portion of register
pair dd, and the contents of the next highest memory address (nn+1) are
loaded to the high order portion of dd. Register pair dd defines BC, DE,
HL, or SP register pairs.";None;"If Address 2130H contains 65H, and address 2131M contains 78H, at
instruction LD BC, (2130H) the BC register pair contains 7865H."
instr;66;2;1;0;LD;HL;(nn);;;Register Ext;Extended;;;;4;0;6;20 (4, 4, 3, 3, 3, 3);;OCF(4);OCF(4);ODL(3);ODH(3);MRL(3);MRH(3);;;;;;;;;;
instr;67;0;1;0;LD;(nn);A;;;Extended;Register;;;;3;0;4;13 (4, 3, 3, 3);;OCF(4);ODL(3);ODH(3);MW(3);;;;;;8-Bit Load;0;97;(nn) <- A;"The contents of the Accumulator are loaded to the memory address
specified by the operand nn. The first n operand after the Op Code is the
low order byte of nn.";None;"If the contents of the Accumulator are byte D7H, at execution of
LD (3141 H), AD7H results in memory location 3141H."
instr;68;0;1;0;LD;(nn);HL;;;Extended;Register Ext;;;;3;0;5;16 (4, 3, 3, 3, 3);;OCF(4);ODL(3);ODH(3);MWL(3);MWH(3);;;;;16-Bit Load;0;109;(nn+1) <- H, (nn) <- L;"The contents of the low order portion of register pair HL (register L) are
loaded to memory address (nn), and the contents of the high order portion
of HL (register H) are loaded to the next highest memory address (nn+1).
The first n operand after the Op Code is the low order byte of nn.";None;"If the content of register pair HL is 483AH, at instruction
LD (B2291-1), HL address B229H contains 3AH, and address B22AH
contains 48H."
instr;68;1;5;0;LD;(nn);BC,DE,IX,IY,SP;;;Extended;Register Ext;;;;4;0;6;20 (4, 4, 3, 3, 3, 3);;OCF(4);OCF(4);ODL(3);ODH(3);MWL(3);MWH(3);;;;16-Bit Load;0;"110
111
112";(nn+1) <- ddh, (nn) <- ddl;"The low order byte of register pair dd is loaded to memory address (nn), the
upper byte is loaded to memory address (nn+1). Register pair dd defines
either BC, DE, HL, or SP.";None;"If register pair BC contains the number 4644H, the instruction LD
(1000H), BC results in 44H in memory location 1000H, and 46H in
memory location 1001H."
instr;68;2;1;0;LD;(nn);HL;;;Extended;Register Ext;;;;4;0;6;20 (4, 4, 3, 3, 3, 3);;OCF(4);OCF(4);ODL(3);ODH(3);MWL(3);MWH(3);;;;;;;;;;
instr;69;0;1;0;LD;(HL);n;;;Register Indirect;Immediate;;;;2;0;3;10 (4, 3, 3);;OCF(4);OD(3);MW(3);;;;;;;8-Bit Load;0;89;(HL) <- n;"Integer n is loaded to the memory address specified by the contents of the
HL register pair.";None;"If the HL register pair contains 4444H, the instruction LD (HL), 28H
results in the memory location 4444H containing byte 28H."
instr;70;0;7;0;LD;(HL);A,B,C,D,E,H,L;;;Register Indirect;Register;;;;1;0;2;7 (4, 3);;OCF(4);MW(3);;;;;;;;8-Bit Load;0;86;(HL) <- r;"The contents of register r are loaded to the memory location specified by
the contents of the HL register pair. The symbol r identifies register A, B,
C, D, E, H, or L.";None;"If the contents of register pair HL specifies memory location 2146H, and
the B register contains byte 29H, at execution of LD (HL), B memory
address 2146H also contains 29H."
instr;70;1;2;0;LD;(BC),(DE);A;;;Register Indirect;Register;;;;1;0;2;7 (4, 3);;OCF(4);MW(3);;;;;;;;8-Bit Load;0;"95
96";(BC) <- A;"The contents of the Accumulator are loaded to the memory location
specified by the contents of the register pair BC.";None;"If the Accumulator contains 7AH and the BC register pair contains 1212H
the instruction LD (BC), A results in 7AH in memory location 1212H."
instr;71;0;2;0;LD;(IX+d),(IY+d);n;;;Indexed;Immediate;;;;4;0;5;19 (4, 4, 3,5,3);;OCF(4);OCF(4);OD(3);OD(5);MW(3);;;;;8-Bit Load;0;"90
91";(IX+d) <- n;"The n operand is loaded to the memory address specified by the sum of the
Index Register IX and the two’s complement displacement operand d.";None;"If the Index Register IX contains the number 219AH, the instruction
LD (IX+5H), 5AH results in byte 5AH in the memory address 219FH."
instr;72;0;14;0;LD;(IX+d),(IY+d);A,B,C,D,E,H,L;;;Indexed;Register;;;;3;0;5;19 (4, 4, 3, 5, 3);;OCF(4);OCF(4);OD(3);CPU(5);MW(3);;;;;8-Bit Load;0;"87
88";(IX+d) <- r;"The contents of register r are loaded to the memory address specified by the
contents of Index Register IX summed with d, a two’s complement
displacement integer. The symbol r identifies register A, B, C, D, E, H, or
L.";None;"If the C register contains byte 1CH, and the Index Register IX contains
3100H, then the instruction LID (IX+6H), C performs the sum 3100H +
6H and loads 1CH to memory location 3106H."
instr;73;0;1;0;LDD;;;;;;;;;;2;0;4;16 (4, 4, 3, 5);;OCF(4);OCF(4);MR(3);        MW(5);;;;;;Exchange, Block Transfer, and Search;0;131;(DE) <- (HL), DE <- DE -1, HL <- HL-1, BC <- BC-1;"This 2-byte instruction transfers a byte of data from the memory location
addressed by the contents of the HL register pair to the memory location
addressed by the contents of the DE register pair. Then both of these register
pairs including the BC (Byte Counter) register pair are decremented.";"S is not affected
Z is not affected
H is reset
P/V is set if BC -1 ? 0, reset otherwise
N is reset
C is not affected";"If the HL register pair contains 1111H, memory location 1111H contains
byte 88H, the DE register pair contains 2222H, memory location 2222H
contains byte 66H, and the BC register pair contains 7H, then instruction
LDD results in the following contents in register pairs and memory
addresses:
HL contains 1110H
(1111H) contains 88H
DE contains 2221H
(2222H) contains 88H
BC contains 6H"
instr;74;0;1;0;LDDR;;;;;;;;;;2;0;5;21 (4, 4, 3, 5, 5);BC!=0;OCF(4);OCF(4);MR(3);        MW(5);CPU(5);;;;;Exchange, Block Transfer, and Search;0;132;(DE) <- (HL), DE <- DE -1, HL <- HL-1, BC <- BC-1;"This 2-byte instruction transfers a byte of data from the memory
location addressed by the contents of the HL register pair to the memory
location addressed by the contents of the DE register pair. Then both of
these registers, as well as the BC (Byte Counter), are decremented. If
decrementing causes BC to go to zero, the instruction is terminated. If
BC is not zero, the program counter is decremented by two and the
instruction is repeated. Interrupts are recognized and two refresh cycles
execute after each data transfer.
When BC is set to zero, prior to instruction execution, the instruction loops
through 64 Kbytes.";"S is not affected
Z is not affected
H is reset
P/V is reset
N is reset
C is not affected";"If the HL register pair contains 1114H, the DE register pair contains
2225H, the BC register pair contains 0003H, and memory locations have
these contents:
(1114H) contains A5H (2225H) contains C5H
(1113H) contains 36H (2224H) contains 59H
(1112H) contains 88H (2223H) contains 66H
Then at execution of LDDR the contents of register pairs and memory
locations are:
HL contains 1111H
DE contains 2222H
DC contains 0000H
(1114H) contains A5H (2225H) contains A5H
(1113H) contains 36H (2224H) contains 36H
(1112H) contains 88H (2223H) contains 88H"
execvar;74;0;;0;;;;;;;;;;;2;1;4;16 (4, 4, 3, 5);BC==0;OCF(4);OCF(4);MR(3);        MW(5);;;;;;;;;;;;
instr;75;0;1;0;LDI;;;;;;;;;;2;0;4;16 (4, 4, 3, 5);;OCF(4);OCF(4);MR(3);        MW(5);;;;;;Exchange, Block Transfer, and Search;0;128;(DE) <- (HL), DE <- DE + 1, HL <- HL + 1, BC <- BC -1;"A byte of data is transferred from the memory location addressed, by the
contents of the HL register pair to the memory location addressed by the
contents of the DE register pair. Then both these register pairs are
incremented and the BC (Byte Counter) register pair is decremented.";"S is not affected
Z is not affected
H is reset
P/V is set if BC -1 ? 0, reset otherwise
N is reset
C is not affected";"If the HL register pair contains 1111H, memory location 1111H contains
byte 88H, the DE register pair contains 2222H, the memory location 2222H
contains byte 66H, and the BC register pair contains 7H, then the instruction
LDI results in the following contents in register pairs and memory addresses:
HL contains 1112H
(1111H) contains 88H
DE contains 2223H
(2222H) contains 88H
BC contains 6H"
instr;76;0;1;0;LDIR;;;;;;;;;;2;0;5;21 (4, 4, 3, 5, 5);BC!=0;OCF(4);OCF(4);MR(3);        MW(5);CPU(5);;;;;Exchange, Block Transfer, and Search;0;129;(DE) <- (HL), DE <- DE + 1, HL <- HL + 1, BC <- BC -1;"This 2-byte instruction transfers a byte of data from the memory location
addressed by the contents of the HL register pair to the memory location
addressed by the DE register pair. Both these register pairs are incremented
and the BC (Byte Counter) register pair is decremented. If decrementing
causes the BC to go to zero, the instruction is terminated. If BC is not zero,
the program counter is decremented by two and the instruction is repeated.
Interrupts are recognized and two refresh cycles are executed after each
data transfer. When BC is set to zero prior to instruction execution, the
instruction loops through 64 Kbytes.";"S is not affected
Z is not affected
H is reset
P/V is reset
N is reset
C is not affected";"2222H, the BC register pair contains 0003H, and memory locations have
these contents:
(1111H) contains 88H (2222H) contains 66H
(1112H) contains 36H (2223H) contains 59H
(1113H) contains A5H (2224H) contains C5H
then at execution of LDIR the contents of register pairs and memory
locations are:
HL contains 1114H
DE contains 2225H
BC contains 0000H
(1111H) contains 88H (2222H) contains 88H
(1112H) contains 36H (2223H) contains 36H
(1113H) contains A5H (2224H) contains A5H"
execvar;76;0;;0;;;;;;;;;;;2;1;4;16 (4, 4, 3, 5);BC==0;OCF(4);OCF(4);MR(3);        MW(5);;;;;;;;;;;;
instr;77;0;1;0;NEG;;;;;;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;General-Purpose Arithmetic;0;169;A <- 0 - A;"The contents of the Accumulator are negated (two’s complement). This is
the same as subtracting the contents of the Accumulator from zero. Note
that 80H is left unchanged.";"S is set if result is negative, reset otherwise
Z is set if result is 0, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is set if Accumulator was 80H before operation, reset otherwise
N is set
C is set if Accumulator was not 00H before operation, reset otherwise";"If the contents of the Accumulator are
1 0 0 1 1 0 0 0
at execution of NEG the Accumulator contents are
0 1 1 0 1 0 0 0"
instr;78;0;1;0;NOP;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;CPU Control;0;172;;The CPU performs no operation during this machine cycle.;None;
instr;78;1;1;0;NOP;;;;;;;;;;2;0;2;8 (4,4);;OCF(4);OCF(4);;;;;;;;CPU Control;1;;;The CPU performs no operation during this machine cycle.;None;
instr;79;0;1;0;OR;n;;;;Immediate;;;;;2;0;2;7 (4, 3);;OCF(4);OD(3);;;;;;;;8-Bit Arithmetic;0;154;A <- A | s;"A logical OR operation is performed between the byte specified by the s
operand and the byte contained in the Accumulator, the result is stored in
the Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if overflow, reset otherwise
N is reset
C is reset";"If the H register contains 48H (0100 0100), and the Accumulator contains
12H (0001 0010), at execution of OR H the Accumulator contains 5AH
(0101 1010)."
instr;80;0;7;0;OR;A,B,C,D,E,H,L;;;;Register;;;;;1;0;1;4;;OCF(4);;;;;;;;;8-Bit Arithmetic;0;154;A <- A | s;"A logical OR operation is performed between the byte specified by the s
operand and the byte contained in the Accumulator, the result is stored in
the Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if overflow, reset otherwise
N is reset
C is reset";"If the H register contains 48H (0100 0100), and the Accumulator contains
12H (0001 0010), at execution of OR H the Accumulator contains 5AH
(0101 1010)."
instr;80;1;4;0;OR;IXh,IXl,IYh,IYl;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;8-Bit Arithmetic;1;;A <- A | s;"A logical OR operation is performed between the byte specified by the s
operand and the byte contained in the Accumulator, the result is stored in
the Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if overflow, reset otherwise
N is reset
C is reset";"If the H register contains 48H (0100 0100), and the Accumulator contains
12H (0001 0010), at execution of OR H the Accumulator contains 5AH
(0101 1010)."
instr;81;0;1;0;OR;(HL);;;;Register Indirect;;;;;1;0;2;7 (4, 3);;OCF(4);MR(3);;;;;;;;8-Bit Arithmetic;0;154;A <- A | s;"A logical OR operation is performed between the byte specified by the s
operand and the byte contained in the Accumulator, the result is stored in
the Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if overflow, reset otherwise
N is reset
C is reset";"If the H register contains 48H (0100 0100), and the Accumulator contains
12H (0001 0010), at execution of OR H the Accumulator contains 5AH
(0101 1010)."
instr;82;0;2;0;OR;(IX+d),(IY+d);;;;Indexed;;;;;3;0;5;19 (4, 4, 3, 5, 3);;OCF(4);OCF(4);OD(3);CPU(5);MR(3);;;;;8-Bit Arithmetic;0;154;A <- A | s;"A logical OR operation is performed between the byte specified by the s
operand and the byte contained in the Accumulator, the result is stored in
the Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if overflow, reset otherwise
N is reset
C is reset";"If the H register contains 48H (0100 0100), and the Accumulator contains
12H (0001 0010), at execution of OR H the Accumulator contains 5AH
(0101 1010)."
instr;83;0;1;0;OTDR;;;;;;;;;;2;0;5;21 (4, 5, 3, 4, 5);B!=0 ;OCF(4);OCF(5);MR(3);PW(4);CPU(5);;;;;Input and Output;0;286;(C) <- (HL), B <- B -1, HL <- HL - 1;"The contents of the HL register pair are placed on the address bus to select a
location in memory. The byte contained in this memory location is temporarily
stored in the CPU. Then, after the byte counter (B) is decremented,
the contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports. Register
B may be used as a byte counter, and its decremented value is placed on
the top half (A8 through A15) of the address bus at this time. Next, the byte
to be output is placed on the data bus and written to the selected peripheral
device. Then, register pair HL is decremented and if the decremented B
register is not zero, the Program Counter (PC) is decremented by two and
the instruction is repeated. If B has gone to zero, the instruction is terminated.
Interrupts are recognized and two refresh cycles are executed after
each data transfer.
Note: When B is set to zero prior to instruction execution, the instruction
outputs 256 bytes of data.";"Z is set
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 03H, the
contents of the HL register pair are 1000H, and memory locations have the
following contents:
0FFEH contains 51H
0FFFH contains A9H
1000H contains 03H
then at execution of OTDR the HL register pair contain 0FFDH, register B
contains zero, and a group of bytes is written to the peripheral device
mapped to I/O port address 07H in the following sequence:
03H
A9H
51H"
execvar;83;0;;0;;;;;;;;;;;2;1;4;16 (4, 5, 3, 4);B=0;OCF(4);OCF(5);MR(3);PW(4);;;;;;;;;;;;
instr;84;0;1;0;OTIR;;;;;;;;;;2;0;5;21 (4, 5, 3, 4, 5);B!=0;OCF(4);OCF(5);MR(3);PW(4);CPU(5);;;;;Input and Output;0;283;(C) <- (HL), B <- B -1, HL <- HL + 1;"The contents of the HL register pair are placed on the address bus to select
a location in memory. The byte contained in this memory location is temporarily
stored in the CPU. Then, after the byte counter (B) is decremented, the
contents of register C are placed on the bottom half (A0 through A7) of the
address bus to select the I/O device at one of 256 possible ports. Register B
may be used as a byte counter, and its decremented value is placed on the top
half (A8 through A15) of the address bus at this time. Next, the byte to be
output is placed on the data bus and written to the selected peripheral device.
Then register pair HL is incremented. If the decremented B register is not
zero, the Program Counter (PC) is decremented by two and the instruction is
repeated. If B has gone to zero, the instruction is terminated. Interrupts are
recognized and two refresh cycles are executed after each data transfer.
Note: When B is set to zero prior to instruction execution, the instruction
outputs 256 bytes of data.";"S is unknown
Z is set
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 03H, the
contents of the HL register pair are 1000H, and memory locations have the
following contents:
1000H contains 51H
1001H contains A9H
1002H contains 03H
then at execution of OTIR the HL register pair contains 1003H, register B
contains zero, and a group of bytes is written to the peripheral device
mapped to I/O port address 07H in the following sequence:
51H
A9H
03H"
execvar;84;0;;0;;;;;;;;;;;2;1;4;16 (4, 5, 3, 4);B=0;OCF(4);OCF(5);MR(3);PW(4);;;;;;;;;;;;
instr;85;0;1;0;OUT;(n);A;;;Immediate I/O Port;Register;;;;2;0;3;11 (4, 3, 4);;OCF(4) ;OD(3);PW(4);;;;;;;Input and Output;0;279;(n) <- A;"The operand n is placed on the bottom half (A0 through A7) of the address
bus to select the I/O device at one of 256 possible ports. The contents of the
Accumulator (register A) also appear on the top half (A8 through A15) of
the address bus at this time. Then the byte contained in the Accumulator is
placed on the data bus and written to the selected peripheral device.";None;"If the contents of the Accumulator are 23H, at execution of OUT (01H),
byte 23H is written to the peripheral device mapped to I/O port address 01H."
instr;86;0;1;0;OUT;(C);;;;Register I/O Port;;;;;2;0;3;12 (4, 4, 4);;OCF(4);OCF(4);PW(4);;;;;;;Input and Output;1;;(C) <- 0;ED71 simply outs the value 0 to I/O port C.;None;"If the contents of register C are 01H, at execution of OUT (C), byte 0 is written to the peripheral device
mapped to I/O port address 01H."
instr;87;0;7;0;OUT;(C);A,B,C,D,E,H,L;;;Register I/O Port;Register;;;;2;0;3;12 (4, 4, 4);;OCF(4);OCF(4);PW(4);;;;;;;Input and Output;0;280;(C) <- r;"The contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports. The
contents of Register B are placed on the top half (A8 through A15) of the
address bus at this time. Then the byte contained in register r is placed on
the data bus and written to the selected peripheral device. Register r
identifies any of the CPU registers shown in the following table :
B, C, D, E, H, L, A";None;"If the contents of register C are 01H, and the contents of register D are 5AH,
at execution of OUT (C),D byte 5AH is written to the peripheral device
mapped to I/O port address 01H."
instr;88;0;1;0;OUTD;;;;;;;;;;2;0;4;16 (4, 5, 3, 4);;OCF(4);OCF(5);MR(3);PW(4);;;;;;Input and Output;0;285;(C) <- (HL), B <- B -1, HL <- HL - 1;"The contents of the HL register pair are placed on the address bus to select a
location in memory. The byte contained in this memory location is
temporarily stored in the CPU. Then, after the byte counter (B) is
decremented, the contents of register C are placed on the bottom half (A0
through A7) of the address bus to select the I/O device at one of 256
possible ports. Register B may be used as a byte counter, and its
decremented value is placed on the top half (A8 through A15) of the
address bus at this time. Next, the byte to be output is placed on the data bus
and written to the selected peripheral device. Finally, the register pair HL is
decremented.";"S is unknown
Z is set if B–1 = 0, reset otherwise
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H, the
contents of the HL register pair are 1000H, and the contents of memory
location 1000H are 59H, at execution of OUTD register B contains 0FH, the
HL register pair contains 0FFFH, and byte 59H is written to the peripheral
device mapped to I/O port address 07H."
instr;89;0;1;0;OUTI;;;;;;;;;;2;0;4;16 (4, 5, 3, 4);;OCF(4);OCF(5);MR(3);PW(4);;;;;;Input and Output;0;282;(C) <- (HL), B <- B -1, HL <- HL + 1;"The contents of the HL register pair are placed on the address bus to select a
location in memory. The byte contained in this memory location is
temporarily stored in the CPU. Then, after the byte counter (B) is
decremented, the contents of register C are placed on the bottom half (A0
through A7) of the address bus to select the I/O device at one of 256
possible ports. Register B may be used as a byte counter, and its
decremented value is placed on the top half (A8 through A15) of the
address bus. The byte to be output is placed on the data bus and written to a
selected peripheral device. Finally, the register pair HL is incremented.";"S is unknown
Z is set if B–1 = 0, reset otherwise
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H, the
contents of the HL register pair are 100014, and the contents of memory
address 1000H are 5914, then after thee execution of OUTI register B
contains 0FH, the HL register pair contains 1001H, and byte 59H is written
to the peripheral device mapped to I/O port address 07H."
instr;90;0;4;0;POP;AF,BC,DE,HL;;;;Register Ext;;;;;1;0;3;10 (4, 3, 3);;OCF(4);SRL(3) ;SRH(3);;;;M2 +1, M3 +1;;;16-Bit Load;0;119;qqH <- (SP+1), qqL <- (SP);"The top two bytes of the external memory LIFO (last-in, first-out) Stack
are popped to register pair qq. The Stack Pointer (SP) register pair holds
the 16-bit address of the current top of the Stack. This instruction first
loads to the low order portion of qq, the byte at memory location
corresponding to the contents of SP, then SP is incriminated and the
contents of the corresponding adjacent memory location are loaded to the
high order portion of qq and the SP is now incriminated again. The
operand qq identifies register pair BC, DE, HL, or AF.";None;"If the Stack Pointer contains 1000H, memory location 1000H contains 55H,
and location 1001H contains 33H, the instruction POP HL results in register
pair HL containing 3355H, and the Stack Pointer containing 1002H."
instr;90;1;2;0;POP;IX,IY;;;;Register Ext;;;;;2;0;4;14 (4, 4, 3, 3);;OCF(4);OCF(4);SRL(3) ;SRH(3);;;M3 +1, M4 +1;;;16-Bit Load;0;"120
121";IXH <- (SP+1), IXL <- (SP);"The top two bytes of the external memory LIFO (last-in, first-out) Stack are
popped to Index Register IX. The Stack Pointer (SP) register pair holds the
16-bit address of the current top of the Stack. This instruction first loads to
the low order portion of IX the byte at the memory location corresponding
to the contents of SP, then SP is incremented and the contents of the
corresponding adjacent memory location are loaded to the high order
portion of IX. The SP is incremented again.";None;"If the Stack Pointer contains 1000H, memory location 1000H contains 55H,
and location 1001H contains 33H, the instruction POP IX results in Index
Register IX containing 3355H, and the Stack Pointer containing 1002H."
instr;91;0;4;0;PUSH;AF,BC,DE,HL;;;;Register Ext;;;;;1;0;3;11 (5, 3, 3);;OCF(5);SWH(3);SWL(3);;;;M1 -1, M2 -1;;;16-Bit Load;0;116;(SP-2) <- qqL, (SP-1) <- qqH;"The contents of the register pair qq are pushed to the external memory
LIFO (last-in, first-out) Stack. The Stack Pointer (SP) register pair holds the
16-bit address of the current top of the Stack. This instruction first
decrements SP and loads the high order byte of register pair qq to the
memory address specified by the SP. The SP is decremented again and
loads the low order byte of qq to the memory location corresponding to this
new address in the SP. The operand qq identifies register pair BC, DE, HL,
or AF.";None;"If the AF register pair contains 2233H and the Stack Pointer contains
1007H, at instruction PUSH AF memory address 1006H contains 22H,
memory address 1005H contains 33H, and the Stack Pointer contains
1005H."
instr;91;1;2;0;PUSH;IX,IY;;;;Register Ext;;;;;2;0;4;15 (4, 5, 3, 3);;OCF(4);OCF(5);SWH(3);SWL(3);;;M2 -1, M3 -1;;;16-Bit Load;0;"117
118";(SP-2) <- IXL, (SP-1) <- IXH;"The contents of the Index Register IX are pushed to the external memory
LIFO (last-in, first-out) Stack. The Stack Pointer (SP) register pair holds the
16-bit address of the current top of the Stack. This instruction first
decrements SP and loads the high order byte of IX to the memory address
specified by SP, then decrements SP again and loads the low order byte to
the memory location corresponding to this new address in SP.";None;"If the Index Register IX contains 2233H and the Stack Pointer contains
1007H, at instruction PUSH IX memory address 1006H contains 22H,
memory address 1005H contains 33H, and the Stack Pointer contains
1005H."
instr;92;0;56;0;RES;0,1,2,3,4,5,6,7;A,B,C,D,E,H,L;;;Bit;Register;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Bit Set, Reset, and Test;0;236;sb <- 0;"Operand b is any bit (7 through 0) of the contents of the m operand, (any of
r, (HL), (IX+d), or (lY+d)) as defined for the analogous SET instructions.
Bit b in operand m is reset.";None;"At execution of RES 6, D, bit 6 in register 0 resets. Bit 0 in register D is the
least-significant bit."
instr;93;0;8;0;RES;0,1,2,3,4,5,6,7;(HL);;;Bit;Register Indirect;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Bit Set, Reset, and Test;0;236;sb <- 0;"Operand b is any bit (7 through 0) of the contents of the m operand, (any of
r, (HL), (IX+d), or (lY+d)) as defined for the analogous SET instructions.
Bit b in operand m is reset.";None;"At execution of RES 6, D, bit 6 in register 0 resets. Bit 0 in register D is the
least-significant bit."
instr;94;0;16;0;RES;0,1,2,3,4,5,6,7;(IX+d),(IY+d);;;Bit;Indexed;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Bit Set, Reset, and Test;0;236;sb <- 0;"Operand b is any bit (7 through 0) of the contents of the m operand, (any of
r, (HL), (IX+d), or (lY+d)) as defined for the analogous SET instructions.
Bit b in operand m is reset.";None;"At execution of RES 6, D, bit 6 in register 0 resets. Bit 0 in register D is the
least-significant bit."
instr;95;0;112;0;RES;0,1,2,3,4,5,6,7;(IX+d),(IY+d);A,B,C,D,E,H,L;;Bit;Indexed;Register;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Bit Set, Reset, and Test;1;;"sb <- 0
r <- value";"Operand b is any bit (7 through 0) of the contents of the m operand, (any of
r, (HL), (IX+d), or (lY+d)) as defined for the analogous SET instructions.
Bit b in operand m is reset.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers.";None;"At execution of RES 6, D, bit 6 in register 0 resets. Bit 0 in register D is the
least-significant bit."
instr;96;0;1;0;RET;;;;;;;;;;1;0;3;10 (4, 3, 3);;OCF(4);SRL(3);SRH(3);;;;M2 +1, M3 +1;;;Call And Return;0;260;pCL <- (sp), pCH <- (sp+1);"The byte at the memory location specified by the contents of the Stack
Pointer (SP) register pair is moved to the low order eight bits of the
Program Counter (PC). The SP is now incremented and the byte at the
memory location specified by the new contents of this instruction is fetched
from the memory location specified by the PC. This instruction is normally
used to return to the main line program at the completion of a routine
entered by a CALL instruction.";None;"If the contents of the Program Counter are 3535H, the contents of the Stack
Pointer are 2000H, the contents of memory location 2000H are B5H, and
the contents of memory location of memory location 2001H are 18H. At
execution of RET the contents of the Stack Pointer is 2002H, and the
contents of the Program Counter is 18B5H, pointing to the address of the
next program Op Code to be fetched."
